Date;Open;High;Low;Close;Volume;Dividends;Stock Splits
2019-09-30;136.83;137.99;136.56;137.8;17280900;0.0;0
2019-10-01;138.42;139.01;135.79;135.85;21466600;0.0;0
2019-10-02;135.04;135.16;132.4;133.46;30521700;0.0;0
2019-10-03;133.75;135.54;132.04;135.07;24132900;0.0;0
2019-10-04;135.54;137.02;135.21;136.9;22897700;0.0;0
2019-10-07;135.92;136.95;135.81;135.9;15303700;0.0;0
2019-10-08;135.86;136.54;134.42;134.47;25550500;0.0;0
2019-10-09;136.24;137.47;135.76;137.01;19749900;0.0;0
2019-10-10;137.26;138.43;137.02;137.87;17654600;0.0;0
2019-10-11;138.88;139.78;138.26;138.44;25446000;0.0;0
2019-10-14;138.45;139.05;138.28;138.31;13304300;0.0;0
2019-10-15;138.82;140.53;138.57;140.31;19695700;0.0;0
2019-10-16;139.54;139.74;138.29;139.17;20751600;0.0;0
2019-10-17;139.7;140.17;137.79;138.45;21460600;0.0;0
2019-10-18;138.52;138.76;135.35;136.19;32273500;0.0;0
2019-10-21;137.22;137.27;135.8;137.2;20078200;0.0;0
2019-10-22;137.74;138.77;135.05;135.16;27431000;0.0;0
2019-10-23;135.67;136.23;134.41;136.02;29844600;0.0;0
2019-10-24;138.15;139.18;137.44;138.7;37029300;0.0;0
2019-10-25;138.1;139.89;137.97;139.48;25959700;0.0;0
2019-10-28;143.12;144.38;142.24;142.91;35280100;0.0;0
2019-10-29;142.8;143.22;141.39;141.56;20589500;0.0;0
2019-10-30;142.25;143.71;141.52;143.33;18496600;0.0;0
2019-10-31;143.62;143.64;141.72;142.1;24605100;0.0;0
2019-11-01;142.98;143.14;141.7;142.45;33128400;0.0;0
2019-11-04;143.55;143.71;142.88;143.27;16912000;0.0;0
2019-11-05;143.68;143.73;142.63;143.18;18250200;0.0;0
2019-11-06;143.09;143.24;141.93;142.78;16575800;0.0;0
2019-11-07;142.56;143.6;142.5;142.98;17786700;0.0;0
2019-11-08;142.7;144.7;142.49;144.67;16732700;0.0;0
2019-11-11;144.05;145.12;143.45;144.81;14362600;0.0;0
2019-11-12;144.98;146.26;144.76;145.77;18641600;0.0;0
2019-11-13;145.44;146.15;144.98;146.0;16919200;0.0;0
2019-11-14;145.72;147.09;145.7;146.75;19729800;0.0;0
2019-11-15;147.61;148.66;146.96;148.64;23485700;0.0;0
2019-11-18;148.74;149.22;147.66;149.01;21534000;0.0;0
2019-11-19;149.54;149.99;148.87;149.06;23935700;0.0;0
2019-11-20;149.48;150.01;147.64;148.8;25696800;0.51;0
2019-11-21;148.58;148.98;147.68;148.66;18576100;0.0;0
2019-11-22;149.25;149.47;148.0;148.77;15901800;0.0;0
2019-11-25;149.18;150.52;149.1;150.4;22420900;0.0;0
2019-11-26;150.53;151.58;150.49;151.19;24620100;0.0;0
2019-11-27;151.49;151.66;150.69;151.48;15184400;0.0;0
2019-11-29;151.26;151.46;150.45;150.55;11977300;0.0;0
2019-12-02;150.98;151.0;147.51;148.73;27418400;0.0;0
2019-12-03;146.68;148.61;145.84;148.49;24066000;0.0;0
2019-12-04;149.32;149.35;148.38;149.03;17574700;0.0;0
2019-12-05;149.23;149.49;148.66;149.11;17869100;0.0;0
2019-12-06;150.16;151.04;149.44;150.92;16403500;0.0;0
2019-12-09;150.24;151.37;150.08;150.53;16687400;0.0;0
2019-12-10;150.46;151.06;149.93;150.3;16476100;0.0;0
2019-12-11;150.71;151.04;149.5;150.87;18856600;0.0;0
2019-12-12;150.82;152.6;150.19;152.4;24612100;0.0;0
2019-12-13;152.16;154.04;151.99;153.68;23845400;0.0;0
2019-12-16;154.26;155.04;153.97;154.68;24144200;0.0;0
2019-12-17;154.6;154.85;153.6;153.84;25425600;0.0;0
2019-12-18;153.45;154.63;153.33;153.52;24129200;0.0;0
2019-12-19;153.15;154.91;152.91;154.85;24958900;0.0;0
2019-12-20;156.49;157.62;155.43;156.55;53477500;0.0;0
2019-12-23;157.25;157.25;156.41;156.55;17718200;0.0;0
2019-12-24;156.61;156.84;156.26;156.52;8989200;0.0;0
2019-12-26;156.69;157.86;156.54;157.8;14520600;0.0;0
2019-12-27;158.57;158.67;157.35;158.09;18412800;0.0;0
2019-12-30;158.12;158.15;155.87;156.72;16348400;0.0;0
2019-12-31;155.91;156.9;155.59;156.83;18369400;0.0;0
2020-01-02;157.91;159.85;157.46;159.74;22622100;0.0;0
2020-01-03;157.45;159.07;157.19;157.75;21116200;0.0;0
2020-01-06;156.22;158.23;155.65;158.16;20813700;0.0;0
2020-01-07;158.44;158.79;156.46;156.71;21634100;0.0;0
2020-01-08;158.06;159.92;157.08;159.21;27746500;0.0;0
2020-01-09;160.95;161.33;160.15;161.2;21385000;0.0;0
2020-01-10;161.93;162.32;160.29;160.45;20725900;0.0;0
2020-01-13;160.87;162.41;160.37;162.38;21626500;0.0;0
2020-01-14;162.49;162.7;160.83;161.24;23477400;0.0;0
2020-01-15;161.73;163.04;161.68;162.28;21417900;0.0;0
2020-01-16;163.45;165.33;163.13;165.26;23865400;0.0;0
2020-01-17;166.5;166.55;164.52;166.18;34371700;0.0;0
2020-01-21;165.76;167.27;165.52;165.59;29517200;0.0;0
2020-01-22;166.48;166.57;164.77;164.79;24138800;0.0;0
2020-01-23;165.28;165.88;164.36;165.8;19680800;0.0;0
2020-01-24;166.59;166.61;163.55;164.13;24918100;0.0;0
2020-01-27;160.26;162.48;159.32;161.39;32078100;0.0;0
2020-01-28;162.88;164.85;162.17;164.55;24899900;0.0;0
2020-01-29;166.92;167.82;164.78;167.12;34754500;0.0;0
2020-01-30;173.09;173.09;169.85;171.83;51597500;0.0;0
2020-01-31;171.26;171.45;168.65;169.29;36142700;0.0;0
2020-02-03;169.49;173.54;169.46;173.42;30149100;0.0;0
2020-02-04;176.17;179.65;175.34;179.13;36433300;0.0;0
2020-02-05;183.02;183.19;177.43;178.91;39186300;0.0;0
2020-02-06;179.98;182.81;179.07;182.62;27751400;0.0;0
2020-02-07;181.85;184.61;181.48;182.88;33529100;0.0;0
2020-02-10;182.57;187.8;182.24;187.66;35844300;0.0;0
2020-02-11;189.6;189.65;182.49;183.43;53159900;0.0;0
2020-02-12;184.56;184.83;180.85;183.7;47062900;0.0;0
2020-02-13;182.07;185.21;181.87;182.7;35295800;0.0;0
2020-02-14;182.24;184.39;181.65;184.33;23149500;0.0;0
2020-02-18;184.59;186.67;184.48;186.2;27792200;0.0;0
2020-02-19;187.54;187.66;185.95;186.76;29997500;0.51;0
2020-02-20;186.43;186.73;180.6;183.91;36862400;0.0;0
2020-02-21;182.66;182.99;176.76;178.09;48572600;0.0;0
2020-02-24;167.3;174.07;162.78;170.42;68311100;0.0;0
2020-02-25;173.72;174.35;167.18;167.6;68073300;0.0;0
2020-02-26;169.24;172.78;167.74;169.7;56206100;0.0;0
2020-02-27;162.87;166.57;157.54;157.74;93033600;0.0;0
2020-02-28;151.99;163.26;151.58;161.56;97073600;0.0;0
2020-03-02;164.85;172.44;161.86;172.31;71030800;0.0;0
2020-03-03;173.32;174.51;161.81;164.05;71677000;0.0;0
2020-03-04;168.02;170.23;165.16;170.08;49814400;0.0;0
2020-03-05;165.59;170.4;165.23;165.81;47817300;0.0;0
2020-03-06;162.16;162.66;155.57;161.12;72821100;0.0;0
2020-03-09;150.58;157.31;149.58;150.2;70419300;0.0;0
2020-03-10;157.72;160.58;152.16;160.47;65354400;0.0;0
2020-03-11;156.69;157.26;150.73;153.2;56371600;0.0;0
2020-03-12;144.9;153.04;138.2;138.67;93226400;0.0;0
2020-03-13;147.09;161.46;140.34;158.39;92727400;0.0;0
2020-03-16;139.61;148.94;134.63;135.04;87905900;0.0;0
2020-03-17;139.61;147.09;134.63;146.16;81059800;0.0;0
2020-03-18;137.62;145.59;134.65;140.01;81593200;0.0;0
2020-03-19;142.37;149.73;138.61;142.31;85922700;0.0;0
2020-03-20;145.59;146.69;135.48;136.97;84866200;0.0;0
2020-03-23;136.63;140.18;132.15;135.6;78975200;0.0;0
2020-03-24;143.35;149.18;140.88;147.93;82516700;0.0;0
2020-03-25;148.5;153.9;144.04;146.51;75638200;0.0;0
2020-03-26;147.99;156.22;147.96;155.68;64568100;0.0;0
2020-03-27;151.33;154.46;148.79;149.28;57042300;0.0;0
2020-03-30;152.02;160.15;149.59;159.78;63420300;0.0;0
2020-03-31;158.96;164.32;156.13;157.27;77927200;0.0;0
2020-04-01;152.58;157.31;150.4;151.69;57969900;0.0;0
2020-04-02;151.44;155.05;149.94;154.83;49630700;0.0;0
2020-04-03;154.67;156.94;151.77;153.4;41243300;0.0;0
2020-04-06;159.87;166.04;157.14;164.81;67111700;0.0;0
2020-04-07;169.12;169.53;162.81;163.04;62769000;0.0;0
2020-04-08;165.21;166.21;163.05;164.67;48318200;0.0;0
2020-04-09;165.9;166.91;162.88;164.68;51431800;0.0;0
2020-04-13;163.89;165.11;161.85;165.05;41905300;0.0;0
2020-04-14;168.53;173.27;167.53;173.22;52874300;0.0;0
2020-04-15;170.72;173.09;168.77;171.4;40940800;0.0;0
2020-04-16;173.82;176.79;172.42;176.55;50479600;0.0;0
2020-04-17;179.0;179.5;175.38;178.1;52765600;0.0;0
2020-04-20;176.14;178.25;174.5;174.57;36669600;0.0;0
2020-04-21;173.02;173.19;165.65;167.35;56203700;0.0;0
2020-04-22;170.91;173.52;170.35;173.04;34651600;0.0;0
2020-04-23;173.63;174.57;170.44;170.94;32790800;0.0;0
2020-04-24;171.58;174.08;170.24;174.07;34305300;0.0;0
2020-04-27;176.1;176.41;172.82;173.57;33194400;0.0;0
2020-04-28;175.1;175.18;168.92;169.34;34392700;0.0;0
2020-04-29;172.74;177.19;171.4;176.94;51286600;0.0;0
2020-04-30;179.5;179.9;175.74;178.71;53661300;0.0;0
2020-05-01;175.31;178.14;173.53;174.09;39370500;0.0;0
2020-05-04;174.01;178.5;173.32;178.34;30372900;0.0;0
2020-05-05;180.12;183.14;179.4;180.26;36839200;0.0;0
2020-05-06;181.57;183.69;181.13;182.03;32139300;0.0;0
2020-05-07;183.66;184.04;182.07;183.09;28316000;0.0;0
2020-05-08;184.47;184.49;182.85;184.17;30912600;0.0;0
2020-05-11;182.64;186.99;182.34;186.22;30809400;0.0;0
2020-05-12;186.28;186.52;181.79;182.0;32038200;0.0;0
2020-05-13;182.04;183.54;176.05;179.25;44711500;0.0;0
2020-05-14;177.05;180.19;175.19;180.03;41873900;0.0;0
2020-05-15;178.56;186.54;176.51;182.65;46610400;0.0;0
2020-05-18;185.23;185.68;183.45;184.4;35306600;0.0;0
2020-05-19;184.52;186.08;182.98;183.12;26799100;0.0;0
2020-05-20;184.81;185.85;183.94;185.66;31261300;0.51;0
2020-05-21;185.4;186.67;183.29;183.43;29119500;0.0;0
2020-05-22;183.19;184.46;182.54;183.51;20826900;0.0;0
2020-05-26;186.34;186.5;181.1;181.57;36073600;0.0;0
2020-05-27;180.2;181.99;176.6;181.81;39517100;0.0;0
2020-05-28;180.74;184.15;180.38;181.4;33810200;0.0;0
2020-05-29;182.73;184.27;180.41;183.25;42146700;0.0;0
2020-06-01;182.54;183.0;181.46;182.83;22622400;0.0;0
2020-06-02;184.25;185.0;181.35;184.91;30794600;0.0;0
2020-06-03;184.82;185.94;183.58;185.36;27311000;0.0;0
2020-06-04;184.3;185.84;182.3;182.92;28761800;0.0;0
2020-06-05;182.62;187.73;182.01;187.2;39874600;0.0;0
2020-06-08;185.94;188.55;184.44;188.36;31399969;0.0;0
